camarapk,nome,UFNasc,UFAtuacao,codinomes,partidos,profissoes,cargos,legislaturas,foto,veja,politicosorg,wiki,curriculo,votocunha,urls,outros
97945,Jorge Maluly Netto,SP,,Maluly Netto,"PSD,MDB,ARENA,PDS,PFL","Advogado, Médico e Empresário",,,http://www.camara.gov.br/internet/deputado/bandep/73547.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97945&tipo=0,
101874,Mauricio Nagib Najar,SP,,Mauricio Najar,"PDC,ARENA,PDS,PFL",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/73551.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101874&tipo=0,
98208,Paulo César Marques de Velasco,MG,,De Velasco,"PRN,PST,PSD,PRONA,PST,PST,PSL","Advogado, Radialista, Empresário, Relações Públicas e Pastor Evangélico",,,http://www.camara.gov.br/internet/deputado/bandep/73554.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98208&tipo=0,
98327,Ricardo Nagib Izar,SP,,Ricardo Izar,"PL,ARENA,PDS,PFL,PL,PPR,PPB,PMDB,PSDB,PTB",Advogado,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73557.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98327&tipo=0,
102233,José Gualberto Tuga Martins Angerami,SP,,Tuga Angerami,"PT,PMDB,PSB,PSDB",Professor Universitário e Psicólogo,,,http://www.camara.gov.br/internet/deputado/bandep/73562.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102233&tipo=0,
102423,Vicente Fernandes Cascione,SP,,Vicente Cascione,"PDS,PL,PTB,PSB,PTB",Advogado e Professor Universitário,,52,http://www.camara.gov.br/internet/deputado/bandep/73566.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102423&tipo=0,
100597,Osvaldo Roberto Sobrinho,SP,,Osvaldo Sobrinho,"ARENA,PP,PMDB,PTB,PSDB,PTB","Advogado, Economista, Professor e Empresário",,,http://www.camara.gov.br/internet/deputado/bandep/73571.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100597&tipo=0,
100618,Yvonilton Borges Gonçalves,BA,,Yvonilton Gonçalves,"PSDB,PMDB,PPB,PFL",Produtor Rural,,,http://www.camara.gov.br/internet/deputado/bandep/73573.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100618&tipo=0,
100643,Paulo Cardoso de Almeida,RJ,,Paulo De Almeida,"PTB,PDC,PTR,PSD,PPB,PST,PFL",Fiscal de Rendas e Tesoureiro,,,http://www.camara.gov.br/internet/deputado/bandep/73576.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100643&tipo=0,
100655,João Alberto Fraga Silva,SE,,Alberto Fraga,"PMDB,PTB,PFL,DEM",Coronel da Polícia Militar,,"52,53,55",http://www.camara.gov.br/internet/deputado/bandep/73579.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100655&tipo=0,
100669,Aloízio Santos,SE,,Aloízio Santos,"PSDB,MDB,PMDB,PDS,PMDB,PDT","Advogado, Contador e Comerciário",,,http://www.camara.gov.br/internet/deputado/bandep/73581.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100669&tipo=0,
100750,Renato da Silva,SC,,Renato Silva,"PP,PMDB,PDC,PPR,PPB,PSDB",Fazendeiro e Radiodifusor,,,http://www.camara.gov.br/internet/deputado/bandep/73591.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100750&tipo=0,
100763,Rainel Barbosa Araújo,TO,,Rainel Barbosa,"PFL,PDT,PSDB,PMDB",Professor,,,http://www.camara.gov.br/internet/deputado/bandep/73593.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100763&tipo=0,
100796,Wilson José da Cunha,MG,,Wilson Cunha,"ARENA,PL,PDS,PDC,PTB",Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/73598.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100796&tipo=0,
100821,José Domingos de Magalhães,MT,,José Magalhães,"PTB,PSC,PFL,PSDB,PMDB",Economista e Professor,,,http://www.camara.gov.br/internet/deputado/bandep/73600.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100821&tipo=0,
100827,Moacir Piovesan,PR,,Moacir Piovesan,"ARENA,MDB,PTB,PDT",Serventuário da Justiça,,,http://www.camara.gov.br/internet/deputado/bandep/73601.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100827&tipo=0,
102286,Welson Gasparini,SP,,Welson Gasparini,"PDC,PRP,ARENA,PDC,PPR,PSDB","Advogado, Jornalista, Radialista e Professor",,,http://www.camara.gov.br/internet/deputado/bandep/73644.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102286&tipo=0,
102123,Roberto França Auad,MT,,Roberto França,"ARENA,PMDB,PTB,PSDB",Radialista,,,http://www.camara.gov.br/internet/deputado/bandep/73649.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102123&tipo=0,
102158,Manoel Antonio Rodrigues Palma,MT,,Rodrigues Palma,"ARENA,PP,PMDB,PTB",Professor e Bacharel em Direito,,,http://www.camara.gov.br/internet/deputado/bandep/73650.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102158&tipo=0,
100813,Rogério Lúcio Soares da Silva,MG,,Rogério Silva,"PRN,PPR,PPB,PFL,PMDB,PPS,PP",Agricultor e Empresário,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73651.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100813&tipo=0,
101157,Benedito Augusto Domingos,MG,MG,Benedito Domingos,"ARENA,PDS,PFL,PTR,PPB",Bacharel em Direito e Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/73656.jpg,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/benedito-domingos.shtml?scrollto=conteudo-rede,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101157&tipo=0,
101701,Josias Gonzaga Cardoso,GO,,Josias Gonzaga,"PMDB,PTR,PP,PMDB",Economista,,,http://www.camara.gov.br/internet/deputado/bandep/73665.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101701&tipo=0,
101801,Marconi Ferreira Perillo Júnior,GO,GO,Marconi Perillo,"PMDB,PST,PPB,PSDB",Servidor Público,,,http://www.camara.gov.br/internet/deputado/bandep/73668.jpg,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/marconi-perillo.shtml?scrollto=conteudo-rede,http://www.politicos.org.br/marconi-ferreira-perillo-junior,pt.wikipedia.org/wiki/Marconi_Perillo,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101801&tipo=0,
101821,Maria Bahia Peixoto Valadão,GO,,Maria Valadão,"PDS,PPR,PPB,PFL,PTB",Bacharela em Direito,,,http://www.camara.gov.br/internet/deputado/bandep/73669.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101821&tipo=0,
102046,Pedro Abrão Júnior,GO,,Pedrinho Abrão,"PMDB,PTR,PP,PTB",Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/73671.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102046&tipo=0,
98256,Pedro Chaves Canedo,GO,,Pedro Canedo,"PDS,PFL,PRN,PP,PL,PSDB,PP",Médico,,52,http://www.camara.gov.br/internet/deputado/bandep/73672.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98256&tipo=0,
97745,José Gomes da Rocha,GO,,Zé Gomes Da Rocha,"MDB,PMDB,PDC,PRN,PSD,PMDB",Agropecuarista e Fazendeiro,,,http://www.camara.gov.br/internet/deputado/bandep/73678.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97745&tipo=0,
101053,André Puccinelli,lia,,André Puccinelli,"MDB,PMDB,PSDB,PMDB",Médico,,,http://www.camara.gov.br/internet/deputado/bandep/73679.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101053&tipo=0,
100867,Divaldo Suruagy,AL,,Divaldo Suruagy,"PMDB,PSD,ARENA,PST",Economista e Professor,,,http://www.camara.gov.br/internet/deputado/bandep/73685.jpg,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/divaldo-suruagy.shtml?scrollto=conteudo-rede,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100867&tipo=0,
100910,Joaquim de Mattos Salles,SP,,Kincas Mattos,"PSP,MDB,ARENA,PDS,PSB",Empresário de Transporte,,,http://www.camara.gov.br/internet/deputado/bandep/73688.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100910&tipo=0,
100949,Salomão Gurgel Pinheiro,RN,,Salomão Gurgel,"PMDB,PT,PSB,PPS,PDT",Médico Psiquiatra,,,http://www.camara.gov.br/internet/deputado/bandep/73690.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100949&tipo=0,
100966,Reinaldo Gripp Lopes,RJ,,Reinaldo Gripp,"PMDB,PDT,PMDB,PSDB,PL",Médico,,52,http://www.camara.gov.br/internet/deputado/bandep/73693.jpg,,http://www.politicos.org.br/reinaldo-gripp,,Sanguessugas (Escândalo das Ambulâncias),,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100966&tipo=0,
97360,Flávio Augusto Coelho Derzi,MS,,Flávio Derzi,"PST,PFL,PST,PPB,PMDB","Agricultor, Administrador de Empresas e Pecuarista",,,http://www.camara.gov.br/internet/deputado/bandep/73758.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97360&tipo=0,
98010,Marisa Joaquina Monteiro Serrano,MS,,Marisa Serrano,"ARENA,PDS,PFL,PST,PMDB,PSDB",Professora e Pedagoga,,,http://www.camara.gov.br/internet/deputado/bandep/73760.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98010&tipo=0,
98104,Nelson Trad,MS,,Nelson Trad,"PTB,PTB,PDS,PTB,PMDB",Advogado e Professor,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73761.jpg,,http://www.politicos.org.br/nelson-trad,pt.wikipedia.org/wiki/Nelson_Trad,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98104&tipo=0,
102194,Saulo Garcia Queiroz,SP,,Saulo Queiroz,"PDS,PFL,PSDB,PFL",Bancário,,,http://www.camara.gov.br/internet/deputado/bandep/73763.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102194&tipo=0,
96771,Affonso Alves de Camargo Neto,PR,,Affonso Camargo,"PDC,ARENA,PP,PMDB,PTB,PPR,PFL,PSDB",Engenheiro Civil,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73765.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96771&tipo=0,
101110,Iosio Antonio Ueno,PR,,Antonio Ueno,"PSD,PDC,ARENA,PDS,PFL","Economista, Bacharel em Direito e Empresário",,,http://www.camara.gov.br/internet/deputado/bandep/73766.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101110&tipo=0,
97024,Basílio Villani,SP,,Basílio Villani,"PMDB,PTB,PRN,PDS,PPR,PPB,PSDB",Administrador de Empresas e Bancário,,,http://www.camara.gov.br/internet/deputado/bandep/73767.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97024&tipo=0,
97814,José Rodrigues Borba,PR,PR,José Borba,"ARENA,PMDB,PTB,PMDB",Pecuarista e Comerciante,,52,http://www.camara.gov.br/internet/deputado/bandep/73775.jpg,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/jose-borba.shtml?scrollto=conteudo-rede,,pt.wikipedia.org/wiki/José_Borba,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97814&tipo=0,
97792,José Mohamed Janene,PR,,José Janene,"PMDB,PDT,PPB,PP",Empresário,,52,http://www.camara.gov.br/internet/deputado/bandep/73776.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97792&tipo=0,
98034,Max Rosenmann,PR,,Max Rosenmann,"PRN,PMDB,PDT,PMDB,PSDB,PMDB",Advogado e Empresário,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73780.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98034&tipo=0,
102106,Renato Antonio Johnsson,PR,,Renato Johnsson,"ARENA,PDS,PMDB,PRN,PST,PPB,PSDB",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/73787.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102106&tipo=0,
98620,Werner Wanderer,SC,,Werner Wanderer,"PTB,ARENA,PDS,PFL",Agricultor e Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/73792.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98620&tipo=0,
97484,Hugo Matias Biehl,SC,,Hugo Biehl,"ARENA,PDS,PPR,PPB",Administrador de Empresas e Técnico Agrícola,,,http://www.camara.gov.br/internet/deputado/bandep/73795.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97484&tipo=0,
103566,Sérgio Luís Lacerda Brito,BA,,Sérgio Brito,"PRN,PDC,PSD,PSD","Servidor Público, Administrador de Empresas e Empresário",,"53,54,55",http://www.camara.gov.br/internet/deputado/bandep/73808.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103566&tipo=0,
103421,Uldurico Alves Pinto,BA,,Uldurico Pinto,"PMDB,PSB,PMN,PHS",Médico e Cacauicultor,,53,http://www.camara.gov.br/internet/deputado/bandep/73809.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103421&tipo=0,
100986,Paulo José Tavares Lessa,RJ,,Paulo Lessa,"PDT,PL,PDT,PMDB,PFL,PMDB,PPB",Secundário,,,http://www.camara.gov.br/internet/deputado/bandep/73829.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100986&tipo=0,
101835,Mário Roberto Cavallazzi,SC,,Mário Cavallazzi,"PDS,PRN,PPR,PPB",Engenheiro Agrônomo,,,http://www.camara.gov.br/internet/deputado/bandep/73879.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101835&tipo=0,
102001,Paulo Roberto Bauer,SC,,Paulo Bauer,"ARENA,PDS,PPR,PPB,PFL,PSDB",Administrador de Empresas e Contador,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73882.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102001&tipo=0,
101013,Adylson Martins Motta,RS,,Adylson Motta,"PPR,ARENA,PSD,PDS,PPB",Cirurgião-Dentista e Bacharel em Direito,,,http://www.camara.gov.br/internet/deputado/bandep/73887.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101013&tipo=0,
97587,João Augusto Ribeiro Nardes,RS,,Augusto Nardes,"ARENA,PDS,PPR,PPB,PP",Administrador de Empresas,,52,http://www.camara.gov.br/internet/deputado/bandep/73889.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97587&tipo=0,
97346,Adolfo Antonio Fetter Junior,RS,,Fetter Junior,"ARENA,PDS,PPR,PPB",Administrador de Empresas e Engenheiro Agrônomo,,,http://www.camara.gov.br/internet/deputado/bandep/73896.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97346&tipo=0,
101458,Hugo Simões Lagranha,RS,,Hugo Lagranha,"PSD,ARENA,PDS,PDT,PPR,PTB",Administrador,,,http://www.camara.gov.br/internet/deputado/bandep/73898.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101458&tipo=0,
101533,Jair de Oliveira Soares,RS,,Jair Soares,"PFL,ARENA,PSD,PDS,PPB",Advogado e Odontólogo,,,http://www.camara.gov.br/internet/deputado/bandep/73899.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101533&tipo=0,
97568,Jarbas de Melo E Lima,RS,,Jarbas Lima,"PPR,PDS,ARENA,PL,PPB",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/73900.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97568&tipo=0,
98065,Nelson Marchezan,RS,,Nelson Marchezan,"ARENA,PDS,PPR,PSDB",Advogado e Bancário,,,http://www.camara.gov.br/internet/deputado/bandep/73906.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98065&tipo=0,
108237,José Lima da Silva,MA,,Zé Lima,"PDS,PMDB,PPB,PP",Pecuarista e Comerciante,,52,http://www.camara.gov.br/internet/deputado/bandep/73932.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108237&tipo=0,
108141,Darcy Humberto Michiles,SP,,Humberto Michiles,"PDC,PPR,PPB,PL,PPB,PL",Securitário,,52.54,http://www.camara.gov.br/internet/deputado/bandep/73935.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108141&tipo=0,
108288,José Lupércio Ramos de Oliveira,AM,,Lupércio Ramos,"PMDB,PDC,PPR,PPB,PFL,PL,PPS,PMDB,sp,PMDB",Advogado e Jornalista,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73936.jpg,,,,Crime de Aborto,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108288&tipo=0,
96804,Alceste Madeira de Almeida,AM,,Alceste Almeida,"PMDB,PDT,PTB,PPB,PFL,PMDB,PL,PPS,PMDB,PTB,PMDB,sp,PMDB,PTB",Médico,,52,http://www.camara.gov.br/internet/deputado/bandep/73979.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96804&tipo=0,
97251,Elton da Luz Rohnelt,RS,,Elton Rohnelt,"PMDB,PDC,PSC,PFL",Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/73980.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97251&tipo=0,
97377,Francisco de Assis Rodrigues,PE,,Francisco Rodrigues,"PMDB,PTB,PSD,PPB,PFL,PTB,PFL,DEM",Engenheiro Agrônomo,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73981.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97377&tipo=0,
97869,Luciano de Souza Castro,CE,,Luciano Castro,"PL,PPR,PPB,PL,PR",Economista e Administrador,,"52,53,54",http://www.camara.gov.br/internet/deputado/bandep/73982.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97869&tipo=0,
98353,Robério Bezerra de Araújo,RR,,Robério Araújo,"PDS,PFL,PSDB,PPB,PFL,PL",Médico,,,http://www.camara.gov.br/internet/deputado/bandep/73985.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98353&tipo=0,
98417,Salomão Afonso de Souza Cruz,RR,,Salomão Cruz,"PFL,PSDB,PFL,PSDB,PPB,PFL",Geólogo,,,http://www.camara.gov.br/internet/deputado/bandep/73986.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98417&tipo=0,
96883,Antonio da Justa Feijão,CE,,Antonio Feijão,"PRN,PTB,PSDB,PST,PSDB,PTC",Geólogo,,53,http://www.camara.gov.br/internet/deputado/bandep/73987.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96883&tipo=0,
98509,Telmo José Kirst,RS,,Telmo Kirst,"ARENA,PDS,PPR,PPB",Industrial e Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/73989.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98509&tipo=0,
98870,Júlio César Redecker,RS,,Júlio Redecker,"ARENA,PDS,PPR,PPB,PSDB","Advogado, Professor Universitário e Empresário",,52.53,http://www.camara.gov.br/internet/deputado/bandep/73994.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98870&tipo=0,
101512,Adroaldo Marly Streck,RS,,Adroaldo Streck,"PTB,MTR,PDT,PSDB",Advogado e Jornalista,,,http://www.camara.gov.br/internet/deputado/bandep/73996.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101512&tipo=0,
102531,Sylvio Lopes Teixeira,RJ,,Silvio Lopes,"PTB,PMDB,PL,PSDB",Empresário e Comerciante,,53,http://www.camara.gov.br/internet/deputado/bandep/73998.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102531&tipo=0,
98885,Francisco Octávio Beckert,SC,PR,Chico Da Princesa,"PL,PDT,PTB,PSDB,PL,PR",Contador,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74000.jpg,,http://www.politicos.org.br/francisco-octavio-beckert,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98885&tipo=0,
98877,Olavo Calheiros Filho,AL,,Olavo Calheiros,"MDB,PMDB,PRN,PMDB",Engenheiro Agrônomo,,52.53,http://www.camara.gov.br/internet/deputado/bandep/74005.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98877&tipo=0,
102470,Ivo Orlindo Mainardi,RS,,Ivo Mainardi,"PTB,MTR,MDB,PMDB",Advogado e Promotor de Justiça,,,http://www.camara.gov.br/internet/deputado/bandep/74008.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102470&tipo=0,
102494,Manoel Odir Rocha,MG,,Odir Rocha,"ARENA,PDS,PDC,PPR,PPB",Médico,,,http://www.camara.gov.br/internet/deputado/bandep/74009.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102494&tipo=0,
102577,Eleotério Nan Souza,MA,,Nan Souza,"ARENA,PDS,PFL,PST,PPB,PSL,PFL",Economista e Fiscal de Tributos,,,http://www.camara.gov.br/internet/deputado/bandep/74013.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102577&tipo=0,
102560,Francisco Melquíades Neto,RN,,Melquíades Neto,"ARENA,PDS,PDC,PPR,PMN,PFL","Médico, Professor e Empresário",,,http://www.camara.gov.br/internet/deputado/bandep/74015.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102560&tipo=0,
