"id","nome","UF","codinomes","partidos","profissoes","legislaturas","urls"
"194259","Guilherme Cruz de Souza Coelho","PE","","","","","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=194259"
"161328","Antônio Pedro Indio da Costa","Rio de Janeiro, RJ","INDIO DA COSTA - PSD/RJ","PFL, 1995-1999; PTB, 1999-2001; PFL, 2001-2007; DEM, 2007-2011; PSD, 2011-.","Advogado","53, 55, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161328&tipo=0"
"113247","Valmir Prascidelli","SP","Valmir Prascidelli","PT","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=113247"
"102131","Roberto Magalhães Melo","Canguaretama, RN","ROBERTO MAGALHÃES - DEM/PE","ARENA, 1968-1980; PDS, 1980-1985; PFL, 1985-2001; PSDB, 2001-2003; PTB, 2003-2004; PFL, 2004-2007; DEM, 2007-.","Advogado e Professor Universitário","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102131&tipo=0"
"101286","Domingos Francisco Dutra Filho","MA","Domingos Dutra","PT,SD","Advogado","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101286&tipo=0"
"99268","Luciano Caldas Bivar","Recife, PE","LUCIANO BIVAR - PSL/PE","PL, 1990-1997; PSL, 1997-.","Administrador de Empresas, Bacharel em Direito, Empresário e Segurador","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99268&tipo=0"
"99522","Almerinda Filgueiras de Carvalho","Campos, RJ","ALMERINDA DE CARVALHO - PMDB/RJ","PFL, 1996-2001; PPB, 2001-2003; PSB, 2003; PMDB, 2003-.","Professora e Pedagoga","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99522&tipo=0"
"98674","Zulaiê Cobra Ribeiro","São José do Rio Pardo, SP","ZULAIÊ COBRA - PSDB/SP","PMDB, 1986-1988; PSDB, 1988-.","Advogada","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98674&tipo=0"
"99971","Eni José Voltolini","Corupá, SC","ENI VOLTOLINI - PPB/SC","PDS, 1991-1993; PPR, 1993-1995; PPB, 1995-.","Administrador de Empresas e Engenheiro Agrônomo","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99971&tipo=0"
"123048","Esperidião Amin Helou Filho","SC","Esperidião Amin","PP,PPB,PPR","Advogado, Professor Universitário e Administrador","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=123048&tipo=0"
"194261","Cajar Onesimo Ribeiro Nardes","RS","Cajar Nardes","PR","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=194261"
"194260","Nivaldo Ferreira de Albuquerque Neto","AL","Nivaldo Albuquerque","PRP","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=194260"
"139422","André Peixoto Figueiredo Lima","CE","André Figueiredo","PDT","Advogado, Economista e Empresário","52, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139422&tipo=0"
"194262","Jones Alexandre Martins","SC","","","","","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=194262"
"160025","Ciro Francisco Pedrosa","Itatiaiuçu, MG","CIRO PEDROSA - PV/MG","PSDB, 2001-2005; PV, 2005-.","Engenheiro Civil e Empresário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160025&tipo=0"
"161356","Albano do Prado Pimentel Franco","Aracaju, SE","ALBANO FRANCO - PSDB/SE","PDS, 1967-1970; PRN, 1989-1992; PSDB, 1992-.","Empresário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161356&tipo=0"
"161359","Solange Amaral","Rio de Janeiro, RJ","SOLANGE AMARAL - DEM/RJ","PV, 1993-1995; PFL, 1995-1999; PTB, 1999-2000; PFL, 2001-2007; DEM, 2007-.","Psicóloga","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161359&tipo=0"
"99977","Antônio Carlos Konder Reis","Itajaí, SC","ANTÔNIO CARLOS - PFL/SC","UDN, 1946-1965; ARENA, 1965-1979; PDS, 1979-1993; PPR, 1993-1995; PPB, 1995-1996; PFL, 1996-.","Advogado, Economista e Museólogo","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99977&tipo=0"
"100467","Celso Antonio Giglio","Campinas, SP","CELSO GIGLIO - PTB/SP","MDB; PTB; PDT; PMDB","Agropecuarista e Médico","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100467&tipo=0"
"98224","Paulo Gabriel Godinho Delgado","Lima Duarte, MG","PAULO DELGADO - PT/MG","PT, 1979-.","Professor e Sociólogo","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98224&tipo=0"
"97377","Francisco de Assis Rodrigues","Recife, PE","FRANCISCO RODRIGUES - DEM/RR","PMDB, 1986-1989; PTB, 1989-1995; PSD, 1995; PPB, 1995-1997; PFL, 1997; PTB, 1997-1999; PFL, 1999-2007; DEM, 2007-.","Engenheiro Agrônomo","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97377&tipo=0"
"160023","Felipe Catalão Maia","RJ","Felipe Maia","DEM,PFL","Advogado","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160023&tipo=0"
"131943","Jarbas de Andrade Vasconcelos","PE","Jarbas Vasconcelos","PSB,MDB,PMDB","Advogado(a),funcionário Público","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=131943"
"98601","Wagner Gonçalves Rossi","São Paulo, SP","WAGNER ROSSI - PMDB/SP","PMDB, 1981-.","Advogado, Professor Universitário e Empresário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98601&tipo=0"
"103425","Edmilson José Valentim Dos Santos","Rio de Janeiro, RJ","EDMILSON VALENTIM - PCdoB/RJ","PCdoB, 1983-.","Técnico Mecânico","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103425&tipo=0"
"98217","Paulo Cesar de Oliveira Lima","Presidente Prudente, SP","PAULO LIMA - PMDB/SP","PFL, 1986-1999; PMDB, 1999-.","Engenheiro Civil, Jornalista, Pecuarista, Empresário e Educador","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98217&tipo=0"
"97369","Francisco Pinheiro Landim","Solonópole, CE","PINHEIRO LANDIM - PMDB/CE","PMDB, -2003; PSL, 2003.","Empresário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97369&tipo=0"
"160016","Sérgio Ivan Moraes","RS","Sérgio Moraes","PTB","Comerciante","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160016&tipo=0"
"99749","Artur Sérgio de Almeida Reis","Lagarto, SE","SÉRGIO REIS - PTB/SE","PMN, 1997-1999; PSL, 1999; PSDB, 1999-2001; PTB, 2001-.","Radialista e Comerciante","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99749&tipo=0"
"160011","Adilson Soares","ES","Dr. Adilson Soares","PL,PR","Advogado","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160011&tipo=0"
"160497","Antônio Roberto Soares","MG","Antônio Roberto","PV","Administrador e Consultor Empresarial em Comportamento Humano","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160497&tipo=0"
"160013","Lúcio Dutra Vale","MG","Lúcio Vale","PST,PL,PR","Administrador de Empresas","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160013&tipo=0"
"160496","Rogério Simonetti Marinho","RN","Rogério Marinho","PSB,PSDB","Economista, Professor, Administrador Público, Coordenador de Projetos, Empregado Público e Assessor Político","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160496&tipo=0"
"98693","Mário Sílvio Mendes Negromonte","PE","Mário Negromonte","PPB,PP","Advogado","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98693&tipo=0"
"159030","Djalma Vando Berger","Bom Retiro, SC","DJALMA BERGER - PSB/SC","PSDB, 2003-2007; S.PARTIDO, 2007; PSB, 2007-.","Engenheiro Civil e Administrador","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=159030&tipo=0"
"97410","José Carlos Pires Coutinho","Taubaté, SP","JOSÉ CARLOS COUTINHO - PFL/RJ","PDS, 1981-1985; PL, 1986-1990; PDT, 1990-1995; PFL, 1995-.","Industrial, Servidor Público e Geólogo","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97410&tipo=0"
"160448","José Airton Félix Cirilo da Silva","CE","José Airton Cirilo","PT","Advogado e Engenheiro Civil","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160448&tipo=0"
"160447","Marcos Antônio Ramos da Hora","São Lourenço da Mata, PE","MARCOS ANTONIO - PRB/PE","PSC, -2007; S.PARTIDO, 2007; PAN, 2007; PRB, 2007-.","Secundário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160447&tipo=0"
"160449","Germano Mostardeiro Bonow","Porto Alegre, RS","GERMANO BONOW - DEM/RS","PDS; PFL, 1985-2007; DEM, 2007-.","Médico","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160449&tipo=0"
"102167","José Edimar Ronivon Santiago de Melo","Cruzeiro do Sul, AC","RONIVON SANTIAGO - PP/AC","PDS, 1982-1986; PMDB, 1986-1991; PSC, 1991-1993; PDS, 1993; PPR, 1993-1995; PSD, 1995; PFL, 1995-1999; PPB, 2002-2003; PP, 2003-2005; S.PARTIDO, 2005; PMDB, 2005; S.PARTIDO, 2005; PP, 2005-.","Professor","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102167&tipo=0"
"107851","Anselmo de Jesus Abreu","PR","Anselmo De Jesus","PT","Agricultor Familiar","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107851&tipo=0"
"74277","Antonio Adolpho Lobbe Neto","SP","Lobbe Neto","PMDB,PSDB","Biomedico","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=74277"
"99573","Heleno Augusto de Lima","Campina Grande, PB","DR. HELENO - PSC/RJ","PSB, 1990; PSDB, 1991-2003; PP, 2003-2005; PMDB, 2005; PSC, 2005-.","Advogado e Contador","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99573&tipo=0"
"97396","Gastão Dias Vieira","MA","Gastão Vieira","PMDB,PSC","Advogado","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97396&tipo=0"
"194214","Manuel Rosa da Silva","Portugal","Manuel Rosa Neca","PR","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194214&tipo=0"
"97391","José Dos Santos Freire Júnior","Goiânia, GO","FREIRE JÚNIOR - PSDB/TO","MDB, 1973-1979; PMDB, 1980-1989; PRN, 1989-1993; PMDB, 1993-2005; PSDB, 2005-.","Agropecuarista e Economista","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97391&tipo=0"
"194213","Eurico Pinheiro Bernardes Júnior","RJ","Eurico Júnior","PV","Professor de Educação Física","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194213&tipo=0"
"74270","Gilberto Nascimento Silva","SP","Gilberto Nascimento","PSB,PMDB","Advogado e Delegado de Polícia","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=74270"
"99570","Eduardo da Costa Paes","Rio de Janeiro, RJ","EDUARDO PAES - PSDB/RJ","PV, 1994-1995; PFL, 1997-1999; PTB, 1999-2001; PFL, 2001-2003; PSDB, 2003-.","Bacharel em Direito","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99570&tipo=0"
"194215","Fabio de Almeida Reis","SE","Fabio Reis","PTB","Empresário","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194215&tipo=0"
"151965","José de Andrade Maia Filho","PI","Maia Filho","PP,SD,PP","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=151965"
"194217","Eronildo Braga Bezerra","AM","Eron Bezerra","PCdoB","Engenheiro Agrônomo","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194217&tipo=0"
"194690","Helcio Antonio da Silva","MG","Helcio Silva","PT","Advogado","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194690&tipo=0"
"107844","Ann Clélia de Barros Pontes","Belém, PA","ANN PONTES - PMDB/PA","PMDB, 2000-.","Advogada","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107844&tipo=0"
"194210","Luiz Barbosa de Deus","SE","Luiz De Deus","DEM,PFL","Médico e Pecuarista","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194210&tipo=0"
"194212","Renato Barbosa de Andrade","SP","Renato Andrade","PP","Agropecuarista e Empresário","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194212&tipo=0"
"100848","Rui Goethe da Costa Falcão","Pitangui, MG","RUI FALCÃO - PT/SP","PT, 1982-.","Advogado e Jornalista","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100848&tipo=0"
"194211","Maria Margarida Martins Salomão","MG","Margarida Salomão","PT","","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194211&tipo=0"
"160434","Walter Shindi Iihoshi","SP","Walter Ihoshi","PSD","Administrador Público","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160434&tipo=0"
"161761","Davi Alves Silva Júnior","MA","Davi Alves Silva Júnior","PSDC,PR","","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161761&tipo=0"
"160430","Rodrigo Santos da Rocha Loures","Curitiba, PR","RODRIGO ROCHA LOURES - PMDB/PR","PMDB, 2005-.","Administrador","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160430&tipo=0"
"123099","Carlos Wilson Rocha de Queiroz Campos","Recife, PE","CARLOS WILSON - PT/PE","ARENA, 1974-1979; PMDB, 1980-1992; PSDB, 1993-1999; PTB, 1999-2002; PT, 2003-.","Advogado, Administrador Público, Comerciante e Funcionário Público Federal","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=123099&tipo=0"
"98231","Paulo José Gouvêa","Tenente Portela, RS","PAULO GOUVÊA - PL/RS","PTB, 1997-1999; PST, 1999; PL, 1999-.","Radialista","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98231&tipo=0"
"97384","Francisco Rommel Feijó de Sá","Juazeiro do Norte, CE","ROMMEL FEIJÓ - PTB/CE","PMDB, 1986-1989; PSDB, 1989-2003; PTB, 2003-.","Médico e Administrador Hospitalar","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97384&tipo=0"
"99792","Lúcia Vânia Abrão Costa","Cumari, GO","LÚCIA VÂNIA - PSDB/GO","PMDB, 1987-1993; PP, 1993-1995; PPB, 1995-1997; PSDB, 1997-.","Jornalista","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99792&tipo=0"
"99563","Jorge Ricardo Bittar","SP","Jorge Bittar","PT","Engenheiro Eletrônico","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99563&tipo=0"
"194228","Francisco Das Chagas Francilino","RN","Francisco Chagas","PT","","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194228&tipo=0"
"108709","Terezinha Das Neves Pereira","Barreirinhas, MA","TEREZINHA FERNANDES - PT/MA","PT, 1981-.","Professora Universitária e Agente Fiscal de Arrecadação","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108709&tipo=0"
"107859","Antonio Carlos Biffi","SP","Biffi","PT","Professor","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107859&tipo=0"
"107832","Amauri Robledo Gasques","São Paulo, SP","AMAURI GASQUES - PL/SP","PRONA, 1989-2003; PL, 2003-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107832&tipo=0"
"99598","Paulo César Baltazar da Nóbrega","Vassouras, RJ","PAULO BALTAZAR - PSB/RJ","PSB, 1988-.","Médico, Professor e Bancário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99598&tipo=0"
"74299","José Leônidas de Menezes Cristino","CE","Leônidas Cristino","PROS","Engenheiro Civil.","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=74299"
"98264","Pedro da Silva Corrêa de Oliveira Andrade Neto","Rio de Janeiro, RJ","PEDRO CORRÊA - PP/PE","PTB; ARENA, 1979-1980; PDS, 1981-1987; PFL, 1987-1995; PPB, 1995-2003; PP, 2003-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98264&tipo=0"
"99113","Moacir Micheletto","SC","Moacir Micheletto","PMDB,ARENA,PP","Engenheiro Agrônomo, Administrador Rural e Extensionista Agrícola","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99113&tipo=0"
"98530","Ubiratan Diniz de Aguiar","Cedro, CE","UBIRATAN AGUIAR - PSDB/CE","ARENA, 1966-1979; PDS, 1980-1984; PMDB, 1986-1994; PSDB, 1994-.","Advogado e Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98530&tipo=0"
"107822","Adelor Francisco Vieira","Blumenau, SC","ADELOR VIEIRA - PMDB/SC","PFL, 1988-2000; PMDB, 2000-.","Professor e Securitário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107822&tipo=0"
"98208","Paulo César Marques de Velasco","Curvelo, MG","DE VELASCO - PSL/SP","PRN, 1989-1991; PST, 1991; PSD, 1991-1997; PRONA, 1997-1999; PST, 1999; PST, 1999-2000; PSL, 2000-.","Advogado, Radialista, Empresário, Relações Públicas e Pastor Evangélico","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98208&tipo=0"
"184887","Emília Therezinha Xavier Fernandes","Dom Pedrito, RS","EMILIA FERNANDES - PT/RS","","Professora","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184887&tipo=0"
"97775","José Melo de Oliveira","Manaus, AM","JOSÉ MELO - PFL/AM","PPR, 1993-1995; PPB, 1995-1998; PFL, 1998-.","Economista e Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97775&tipo=0"
"96834","Álvaro Gaudêncio Neto","Campina Grande, PB","ALVARO GAUDENCIO NETO - PFL/PB","ARENA, 1975-1979; PDS, 1980-1988; PL, 1988-1989; PFL, 1989-.","Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96834&tipo=0"
"98256","Pedro Chaves Canedo","Anápolis, GO","PEDRO CANEDO - PP/GO","PDS, 1981-1985; PFL, 1985-1990; PRN, 1990-1994; PP, 1994-1995; PL, 1995-1999; PSDB, 1999-2005; PP, 2005-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98256&tipo=0"
"99589","Luiz Sérgio Nóbrega de Oliveira","RJ","Luiz Sérgio","PT","Delineador Naval","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99589&tipo=0"
"98252","Paulo Roberto Galvão da Rocha","Curuçá, PA","PAULO ROCHA - PT/PA","PT, 1981-.","Técnico em Artes Gráficas","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98252&tipo=0"
"100744","Joaquim Antonio de Carvalho Brito","Pesqueira, PE","JOAQUIM BRITO - PT/AL","PT, 1984-.","Eletricitário e Psicólogo","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100744&tipo=0"
"194208","Paulo Fernando Dos Santos","PE","Paulão","PT","Eletrotécnico","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194208&tipo=0"
"103478","Benedita Souza da Silva Sampaio","RJ","Benedita Da Silva","PT","Servidora Pública, Professora, Auxiliar de Enfermagem e Assistente Social","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103478&tipo=0"
"104324","Leomar de Melo Quintanilha","GO","Leomar Quintanilha","PPR,PDC","Bancário","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=104324&tipo=0"
"107839","Anderson Adauto Pereira","Sacramento, MG","ANDERSON ADAUTO - PL/MG","PMDB, 1982-1988; PMB, 1988-1989; PMDB, 1990-2001; PL, 2001-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107839&tipo=0"
